0	1	2
109	45	2
109	49	2
109	51	1
109	56	1
109	73	2
109	96	2
109	111	1
110	0	2
110	18	2
111	13	1
111	53	1
111	69	1
111	103	1
111	116	1
112	3	1
112	4	1
112	26	2
112	28	2
112	30	2
112	33	2
112	40	2
112	46	1
112	55	2
112	75	2
113	5	1
113	7	2
113	22	1
113	37	2
113	43	1
113	46	2
113	74	2
113	110	1
114	8	2
114	59	2
114	106	1
114	116	1
115	21	1
115	24	2
115	68	1
115	73	1
116	3	1
116	88	1
116	91	2
116	127	2
117	14	1
117	19	2
117	43	1
117	87	1
117	90	2
117	93	1
117	96	1
117	105	1
118	17	1
118	29	1
118	43	1
118	69	1
118	105	2
118	122	2
119	73	1
119	113	2
120	0	1
120	15	2
120	37	2
120	66	1
120	97	2
121	6	1
121	25	1
121	39	1
121	41	2
121	61	1
121	86	1
121	92	2
121	95	2
121	110	1
122	51	1
122	67	1
122	78	1
122	81	1
122	124	1
123	23	2
123	30	1
123	32	2
123	63	2
124	5	1
124	20	1
124	27	2
124	29	1
124	42	2
124	72	1
124	98	1
124	121	2
125	10	2
125	19	2
125	29	1
125	50	2
125	84	2
126	1	1
126	15	2
126	16	1
126	21	2
126	33	1
126	50	1
126	66	1
126	67	2
126	120	1
127	2	1
127	30	2
127	58	1
127	94	2
