0	1	2
55	123	2
56	6	2
56	19	2
56	37	2
56	97	2
56	121	2
57	15	2
57	19	2
57	69	2
57	100	1
57	126	2
58	13	1
58	17	2
58	27	2
58	90	2
58	92	2
58	96	1
58	101	2
59	23	2
59	75	1
59	87	1
59	88	2
59	115	2
60	25	2
60	48	1
60	53	2
60	55	2
60	110	1
61	19	2
61	108	2
62	24	2
62	48	1
62	62	1
62	66	2
62	77	2
62	94	1
62	110	2
62	117	2
62	126	1
63	9	2
63	27	1
63	60	2
63	92	1
63	93	1
63	96	2
64	28	2
64	39	2
64	53	2
64	85	1
64	89	1
64	106	2
65	41	2
65	104	1
66	20	1
66	21	2
66	88	2
66	93	2
66	108	2
66	115	1
67	44	2
67	56	1
67	83	2
67	88	1
67	108	1
67	112	1
67	122	2
68	28	2
68	51	1
68	68	2
68	69	1
68	71	1
68	82	2
68	101	2
68	115	1
69	14	1
69	19	1
69	33	2
69	40	2
69	54	2
69	86	2
70	17	2
70	39	2
70	41	2
70	47	2
70	53	2
70	65	1
70	76	1
70	87	2
70	100	2
70	112	2
70	116	2
70	117	2
70	120	2
71	4	1
71	10	2
71	21	2
71	44	1
71	91	2
71	111	2
72	23	1
72	36	1
72	71	2
72	93	1
72	110	2
72	113	1
73	40	2
73	44	2
73	61	2
73	77	2
74	9	1
74	22	2
74	41	2
74	43	2
74	55	1
74	81	2
74	89	1
75	6	2
75	23	2
75	26	2
75	27	1
75	51	1
75	85	1
75	102	2
75	120	2
76	19	2
76	25	2
76	27	1
76	49	1
76	78	2
76	123	1
77	4	1
77	10	1
77	14	2
77	24	1
77	36	1
77	45	2
77	90	2
77	103	1
77	115	2
78	0	1
78	11	1
78	48	1
78	50	2
78	52	2
78	55	2
78	60	1
78	75	2
78	76	1
78	85	1
78	108	1
79	52	2
79	57	2
79	85	2
79	94	2
79	123	2
80	4	2
80	10	1
80	26	1
80	38	2
80	51	1
80	54	1
80	67	1
80	82	1
80	92	2
81	13	2
81	41	1
81	50	2
81	60	1
81	70	2
81	89	2
81	122	2
82	80	2
82	92	1
83	19	1
83	53	1
83	71	1
83	78	1
83	109	1
83	120	2
84	15	2
84	26	1
84	40	2
84	63	2
84	76	1
84	107	2
84	120	1
84	121	1
85	14	2
85	39	2
85	61	1
85	127	1
86	8	1
86	10	2
86	19	2
86	32	2
86	41	1
86	58	2
86	70	2
86	87	1
87	12	2
87	30	2
87	53	1
87	61	1
87	118	2
87	124	2
88	105	2
89	43	1
89	62	2
90	6	1
90	24	2
90	64	2
90	69	2
90	107	1
90	112	1
90	116	2
90	121	1
91	21	1
91	24	1
91	27	2
91	34	1
92	22	1
92	41	1
92	65	1
92	91	2
92	109	2
93	83	1
93	110	1
93	115	2
93	126	2
94	10	1
94	37	2
94	91	1
94	109	2
95	10	2
95	12	2
95	16	2
95	59	2
95	83	2
95	88	1
95	113	2
95	120	2
96	17	1
96	49	2
96	66	2
96	85	2
96	126	2
97	18	1
97	48	2
97	55	2
97	62	1
97	72	2
97	88	2
98	8	1
98	20	1
98	41	1
98	45	2
98	124	2
98	126	2
99	0	1
99	65	1
99	73	1
99	80	2
99	127	1
100	15	1
100	25	2
100	33	2
100	39	2
100	48	1
100	54	1
100	56	1
100	71	2
100	117	1
100	123	1
101	2	1
101	22	1
101	75	2
102	4	2
102	9	2
102	20	1
102	42	1
102	49	1
102	56	2
102	110	1
102	112	2
103	0	1
103	6	2
103	14	1
103	80	1
103	101	1
103	102	1
103	109	2
103	117	2
104	8	2
104	9	1
104	14	2
104	42	1
104	47	1
104	55	1
104	73	1
104	115	2
104	125	2
105	11	1
105	19	1
105	66	2
105	74	2
105	99	2
105	100	2
105	102	2
105	107	2
105	117	2
106	31	2
106	35	2
106	59	2
106	82	1
106	126	1
107	0	1
107	19	2
107	20	1
107	44	2
107	63	2
107	64	2
107	85	2
107	86	1
107	88	2
107	105	2
107	125	1
107	127	2
108	13	2
108	51	1
108	73	1
108	104	1
108	119	1
109	25	1
109	28	2
109	65	2
109	70	2
109	77	2
109	80	2
109	101	2
109	108	1
109	118	2
110	12	2
110	26	1
110	29	2
110	33	1
110	36	2
110	44	2
110	69	2
110	78	2
110	82	1
110	85	1
111	18	1
111	25	2
111	56	2
111	57	1
111	63	2
111	71	2
112	11	1
112	31	2
112	56	1
112	63	2
112	69	2
112	84	1
112	94	1
112	97	2
113	5	2
113	15	1
113	28	2
113	30	2
113	32	2
113	34	2
113	49	1
113	75	2
113	93	2
113	101	2
113	108	2
113	112	1
113	119	2
114	6	1
114	26	2
114	63	1
114	70	1
114	77	1
114	104	1
114	107	2
114	117	2
115	7	1
115	17	1
115	29	2
115	62	2
115	64	1
115	81	1
115	82	1
115	124	1
116	6	2
116	10	1
116	24	1
116	30	2
116	59	2
117	40	2
117	70	2
117	125	1
118	59	2
119	58	2
119	79	2
120	13	1
120	14	1
120	28	1
120	37	2
120	70	1
120	74	2
120	87	2
120	105	1
120	113	1
121	1	2
121	36	1
121	49	1
121	53	2
121	65	2
121	86	1
122	8	1
122	16	2
122	54	1
122	84	1
123	42	2
123	53	2
123	60	1
123	94	1
123	98	2
123	125	1
124	24	2
124	51	2
124	70	2
124	126	1
125	16	2
125	38	2
125	42	2
125	46	1
125	67	1
126	9	1
126	22	1
126	56	2
126	83	2
126	84	2
127	8	1
127	19	2
127	70	2
127	82	2
127	88	2
127	117	1
127	119	2
127	121	2
