0	1	2
85	119	1
85	132	2
86	36	1
86	39	1
86	41	1
86	47	2
86	59	1
86	63	2
86	69	1
86	70	2
86	82	2
86	105	1
86	129	1
87	5	2
87	24	2
87	32	1
87	34	2
87	44	2
87	45	1
87	55	2
87	62	2
87	67	2
87	68	2
87	105	2
87	129	1
87	149	2
88	5	1
88	31	1
88	50	2
88	58	2
88	76	2
88	86	2
88	90	2
88	97	1
88	111	2
88	149	1
89	37	2
89	43	1
89	45	1
89	51	2
89	85	2
89	98	1
89	116	1
89	136	2
90	48	2
90	64	1
90	73	1
90	87	2
90	107	2
90	116	1
90	118	2
90	143	1
91	10	2
91	31	2
91	47	1
91	53	2
91	84	2
91	111	2
91	130	2
91	132	1
91	147	1
92	2	2
92	39	2
92	48	2
92	52	1
92	62	2
92	119	2
92	128	2
92	134	2
92	144	2
92	147	2
93	0	1
93	75	2
93	90	2
93	99	2
93	113	1
93	137	2
93	143	2
94	5	1
94	44	2
94	116	1
95	12	2
95	24	2
95	60	1
95	62	2
95	78	1
95	80	1
95	110	2
95	114	1
95	141	1
96	7	2
96	28	2
96	32	2
96	55	2
96	70	1
96	73	1
96	79	2
96	80	2
96	89	1
96	143	1
97	4	1
97	55	2
97	67	2
97	71	1
97	75	1
97	128	1
98	12	2
98	14	1
98	28	1
98	45	1
98	133	2
98	148	2
99	75	2
99	105	2
99	129	1
99	132	2
99	137	2
99	141	1
100	8	1
100	22	1
100	41	1
100	46	2
100	88	2
100	116	2
100	133	2
101	29	2
101	51	1
101	102	1
102	1	2
102	6	1
102	19	1
102	81	1
102	97	1
102	127	2
103	3	1
103	27	2
103	40	1
103	47	1
103	65	1
103	68	2
103	82	1
103	86	1
103	101	2
103	110	1
103	118	2
104	56	1
104	58	1
104	70	2
104	84	1
104	137	1
105	6	1
105	14	1
105	23	2
105	28	2
105	53	1
105	95	2
106	4	2
106	9	1
106	125	1
106	138	1
106	143	1
106	147	2
107	12	2
107	33	2
107	38	1
107	44	2
107	45	1
107	68	1
107	76	2
107	89	2
107	102	1
107	114	1
108	22	1
108	86	2
108	92	2
108	105	2
108	107	1
108	116	1
108	143	2
109	55	2
109	67	1
109	98	1
109	118	2
109	135	1
110	7	2
110	11	2
110	39	1
110	61	1
110	71	1
110	75	1
110	105	1
110	112	1
110	123	1
110	127	1
110	133	1
111	5	1
111	19	2
111	38	1
111	50	1
111	53	2
111	88	1
111	117	2
111	137	1
112	21	1
112	56	2
112	59	1
112	61	1
112	82	1
112	84	1
112	100	1
112	109	2
112	142	1
113	10	2
113	35	1
113	95	1
113	102	2
113	126	2
113	135	2
114	54	1
114	67	1
114	71	1
114	82	1
114	94	2
114	103	2
114	109	1
115	0	1
115	17	1
115	42	1
115	76	2
115	98	1
115	109	1
115	111	2
115	130	1
115	134	2
115	135	1
115	144	1
116	18	1
116	90	1
116	93	2
116	96	2
116	108	2
116	114	2
117	10	1
117	47	2
117	71	1
117	84	1
118	38	2
118	54	1
118	78	1
118	82	2
119	38	2
119	59	1
119	66	1
119	78	2
119	80	1
119	81	2
119	95	2
119	116	2
119	124	2
120	13	1
120	22	2
120	81	2
120	94	2
120	95	2
120	109	1
120	118	1
120	146	2
121	47	2
121	75	1
121	108	1
122	13	2
122	48	1
122	56	1
122	75	2
122	77	2
122	89	1
122	93	1
122	113	2
122	116	1
122	121	1
123	23	2
123	25	1
123	48	2
123	73	2
123	148	1
124	12	2
124	41	2
124	45	2
124	51	2
124	52	2
124	96	1
124	98	2
124	107	1
124	116	1
124	148	2
125	71	2
125	101	2
125	112	1
125	115	2
125	141	1
126	6	1
126	7	2
126	13	2
126	22	2
126	23	2
126	32	2
126	38	1
126	74	1
126	87	2
126	94	1
126	96	1
126	112	2
126	133	1
126	144	2
127	6	2
127	32	2
127	84	2
127	95	2
127	130	2
128	23	1
128	37	2
128	69	1
128	77	1
128	90	2
128	101	2
128	105	1
128	124	2
128	126	2
128	129	2
128	131	2
128	132	1
128	146	1
129	4	2
129	55	2
129	84	1
129	102	1
129	105	2
129	113	1
130	7	1
130	8	2
130	12	2
130	31	2
130	40	2
130	46	2
130	72	2
130	73	2
130	102	1
130	108	2
130	114	1
130	149	1
131	24	2
131	56	1
131	74	2
131	78	2
131	79	1
131	85	2
131	94	1
131	98	2
131	116	1
132	13	1
132	19	2
132	27	1
132	98	2
132	123	2
132	130	2
132	133	2
133	6	2
133	27	2
133	37	2
133	57	1
133	61	2
133	78	1
133	81	1
133	109	1
133	125	2
133	133	2
133	140	2
133	149	2
134	40	1
134	50	1
134	84	1
134	96	1
134	130	1
134	142	2
135	43	1
135	65	1
135	82	2
135	113	1
135	139	1
135	140	1
135	142	1
135	143	1
136	42	2
136	51	2
136	69	2
136	88	1
137	10	1
137	25	2
137	56	2
137	101	1
137	102	1
137	104	2
137	125	1
137	143	2
138	46	1
138	66	2
138	67	2
138	82	1
138	83	2
138	98	2
138	105	1
138	108	2
138	109	2
138	112	1
138	119	2
138	144	2
139	16	1
139	64	1
139	81	2
139	88	1
139	91	2
139	111	1
139	124	2
140	43	2
140	61	2
140	68	1
140	135	2
140	146	2
141	19	2
141	35	2
141	55	1
141	64	1
141	93	1
141	106	2
141	137	2
142	71	1
142	80	2
142	130	2
142	139	2
142	143	2
143	3	2
143	39	2
143	48	1
143	68	2
143	72	1
143	78	1
143	143	2
144	3	1
144	30	1
144	32	1
144	34	2
144	83	1
144	88	2
144	90	1
144	93	2
144	98	1
144	149	2
145	3	1
145	13	1
145	35	2
145	38	1
145	46	2
145	63	2
145	65	1
145	67	2
145	80	1
145	94	2
145	102	1
145	115	2
145	148	2
146	34	2
146	77	2
146	106	1
146	119	2
146	133	1
146	134	2
147	13	1
147	28	2
147	59	2
147	81	2
147	86	2
147	96	1
147	97	2
147	99	2
147	102	2
147	143	1
148	2	1
148	31	1
148	91	2
148	113	1
148	120	1
148	125	1
149	11	1
149	44	1
149	81	2
149	114	1
149	115	2
