0	1	2
33	81	1
34	30	2
34	44	1
34	60	2
34	64	2
34	76	2
34	83	2
35	5	1
35	10	2
35	16	2
35	39	1
35	63	2
35	72	2
35	82	1
35	86	2
36	16	2
36	58	1
36	90	1
37	11	2
37	97	1
38	1	1
38	10	1
38	59	2
38	75	2
38	78	1
38	94	1
38	95	1
39	9	1
39	11	1
39	37	1
39	45	1
39	50	1
39	99	2
40	44	2
40	56	2
40	97	2
41	18	2
41	45	1
41	50	2
41	65	1
41	85	1
42	25	1
42	26	1
42	47	1
42	75	2
43	37	2
43	59	2
43	72	2
43	82	1
44	15	1
44	23	1
44	44	1
44	50	2
44	61	2
44	76	2
44	78	2
44	96	2
44	97	1
45	10	1
45	11	1
45	31	2
45	41	1
45	67	1
45	69	1
45	92	2
45	99	2
46	5	2
46	92	1
47	34	2
47	39	1
47	65	1
47	70	1
48	27	2
48	33	2
48	35	1
48	39	1
48	50	1
48	58	2
48	66	2
49	29	1
50	30	2
50	56	1
50	78	1
50	96	1
51	9	2
51	25	1
51	34	2
51	69	1
51	96	2
52	53	2
52	58	1
52	74	1
52	98	1
53	12	1
53	24	1
53	27	1
53	78	2
53	93	1
54	6	2
54	14	1
55	41	2
55	53	2
55	72	1
55	94	2
56	23	2
56	64	2
56	74	1
56	83	1
56	96	2
57	5	2
57	27	2
57	73	2
57	75	1
57	76	2
57	85	1
58	14	1
58	89	1
58	90	1
59	37	1
59	50	2
59	60	1
59	66	1
59	78	2
60	84	1
61	10	2
61	38	2
61	66	1
61	72	2
62	5	1
62	22	1
62	66	2
63	7	1
63	50	2
63	57	2
63	62	2
63	84	1
63	95	1
64	0	1
64	46	2
64	67	2
65	11	1
65	35	1
65	42	2
65	57	1
65	73	2
65	80	1
65	84	2
65	93	2
66	32	1
66	62	2
67	2	2
67	3	1
67	11	1
67	15	2
67	23	1
67	54	1
67	71	2
67	86	2
68	7	1
68	14	2
68	24	1
68	32	1
68	34	1
68	37	1
68	39	2
68	50	2
68	58	2
68	70	1
68	77	1
69	60	1
69	73	2
70	1	2
70	35	1
70	45	1
70	83	2
71	3	2
71	10	2
71	40	1
71	43	1
71	66	2
71	68	2
71	80	1
71	98	2
72	10	1
72	32	2
72	36	2
72	67	2
72	70	1
73	20	1
73	28	2
73	56	2
73	98	2
74	0	2
74	9	2
74	16	2
74	31	1
74	58	1
74	85	1
75	13	1
75	20	2
75	43	2
75	59	1
76	34	2
76	56	1
76	63	1
76	68	2
77	2	1
77	20	1
77	29	2
77	39	2
77	60	1
77	62	1
77	68	1
77	93	1
78	7	1
78	10	2
78	45	2
78	55	2
78	86	2
78	87	1
79	19	2
79	35	2
79	48	1
79	61	1
79	72	1
79	89	2
80	16	1
80	27	1
80	40	1
80	86	1
81	39	2
81	53	1
81	55	2
81	80	1
81	84	2
82	9	1
82	21	1
82	25	1
82	45	1
82	47	1
82	64	2
82	67	1
82	72	2
82	92	2
83	3	1
83	9	2
83	19	2
83	36	1
83	41	1
83	48	2
83	60	1
83	62	2
83	72	2
83	99	2
84	12	1
84	20	2
84	30	1
84	48	2
84	50	2
84	73	1
84	74	1
84	77	2
85	1	2
85	13	1
85	75	1
85	89	1
86	19	2
86	20	2
86	42	2
86	46	1
86	59	2
86	64	1
86	82	2
87	36	1
87	72	2
87	86	2
88	11	2
88	61	2
89	19	2
89	26	2
89	28	1
89	55	2
89	61	1
90	8	2
90	25	1
90	42	1
90	56	1
91	26	2
91	63	1
91	68	2
91	97	1
92	16	2
92	26	2
92	38	1
92	39	2
92	52	2
92	58	2
92	86	1
92	87	2
93	13	1
93	37	2
93	64	2
93	77	2
93	83	1
93	86	1
93	95	2
94	19	1
94	22	1
94	31	1
94	95	1
95	14	2
95	15	2
95	67	1
95	83	2
95	97	1
96	9	1
96	29	1
96	35	1
96	48	2
96	57	2
96	58	1
96	64	1
96	67	2
96	76	1
96	88	2
96	93	2
97	0	2
97	11	1
97	27	1
97	91	1
98	12	2
98	17	2
98	24	1
98	64	1
98	82	1
99	3	1
99	60	2
99	74	2
