0	1	2
45	106	1
45	109	2
45	118	2
45	121	1
45	122	2
45	134	1
45	143	2
46	11	1
46	35	1
46	85	1
46	88	2
46	111	1
46	124	1
47	22	2
47	29	1
47	45	1
47	56	2
47	62	2
47	65	1
47	86	1
47	139	1
48	3	2
48	31	1
48	44	1
48	49	1
48	91	1
48	96	1
48	101	1
48	138	2
48	146	2
49	2	2
49	30	1
49	41	1
49	65	1
49	84	2
49	114	2
49	133	2
49	134	2
50	3	2
50	15	2
50	86	2
50	116	1
50	131	2
51	5	2
51	22	1
51	38	1
51	57	1
51	74	2
51	86	2
51	110	2
51	138	2
51	144	1
52	1	2
52	14	2
52	34	1
52	42	1
52	47	1
52	58	2
52	85	1
52	109	1
52	110	2
52	142	2
53	3	2
53	16	2
53	17	1
53	50	2
53	65	1
53	66	1
53	109	1
54	0	1
54	10	2
54	14	2
54	15	2
54	36	2
54	94	1
54	103	2
54	113	2
54	118	2
54	119	1
54	131	2
55	7	2
55	16	2
55	18	1
55	36	1
55	40	2
55	42	1
55	43	1
55	69	2
55	99	2
55	101	2
55	111	2
55	118	1
56	22	1
56	37	1
56	41	1
56	44	2
56	45	2
56	69	2
56	72	1
56	79	2
56	83	1
56	109	2
56	116	2
56	144	2
57	5	1
57	29	2
57	40	1
57	61	2
57	112	1
57	115	2
57	116	2
57	139	2
57	145	2
58	32	1
58	50	2
58	103	2
59	18	2
59	60	2
59	72	1
59	76	1
59	85	2
60	63	1
60	77	2
60	81	2
60	85	1
60	127	2
60	148	1
61	2	1
61	12	2
61	53	1
61	54	2
61	58	1
61	69	2
61	86	2
61	97	1
61	105	2
61	108	2
61	109	1
61	112	2
61	130	2
61	144	1
62	14	2
62	82	1
62	106	2
62	124	2
62	135	1
62	142	2
63	5	2
63	10	1
63	23	2
63	45	1
63	57	1
63	63	2
63	92	2
63	95	2
63	122	1
63	147	2
63	148	1
64	18	1
64	41	1
64	60	2
64	90	1
64	98	2
64	112	2
64	118	1
64	122	2
64	123	1
65	11	1
65	16	2
65	29	1
65	43	2
65	53	1
65	55	1
65	81	1
65	123	1
65	127	1
66	54	1
66	58	1
66	102	1
66	104	1
66	112	2
66	113	1
66	125	1
66	131	1
66	138	2
67	6	1
67	16	2
67	22	1
67	48	2
67	55	1
67	65	1
67	93	2
67	105	1
67	117	1
67	129	2
67	134	2
67	142	1
68	3	1
68	18	2
68	37	2
68	46	2
68	52	2
68	77	1
68	90	1
68	107	2
68	113	1
68	131	2
68	135	1
68	146	2
69	8	2
69	9	2
69	26	1
69	49	1
69	70	2
69	98	2
69	118	2
69	123	2
69	125	1
70	28	2
70	50	2
70	91	2
70	112	1
70	114	2
70	124	1
70	125	2
70	142	2
71	7	1
71	8	1
71	17	2
71	38	2
71	76	1
71	82	1
71	104	2
71	118	1
71	141	2
72	0	2
72	8	1
72	20	1
72	48	2
72	87	1
72	88	1
72	101	2
72	146	1
73	60	2
73	84	1
73	110	2
73	111	2
73	130	2
74	50	1
74	66	1
74	80	2
74	86	2
74	103	2
74	107	2
74	123	2
75	21	1
75	31	2
75	50	2
75	56	1
75	95	2
76	45	2
76	53	2
76	65	2
76	81	2
76	95	2
77	22	2
77	56	2
77	78	2
77	116	1
78	76	2
78	82	1
78	83	1
78	118	1
79	2	2
79	29	2
79	69	1
79	105	1
79	135	1
79	136	1
80	6	2
80	11	2
80	58	2
80	65	1
80	66	2
80	83	1
80	84	1
80	92	1
80	112	1
80	128	1
81	15	1
81	23	1
81	31	1
81	45	1
81	49	2
81	70	2
81	121	1
81	123	2
81	130	1
81	133	1
82	7	1
82	13	2
82	22	2
82	28	1
82	62	1
82	87	1
82	89	1
82	99	1
82	110	2
82	129	2
82	142	2
83	31	1
83	41	2
83	68	1
83	87	2
83	108	2
84	7	2
84	9	1
84	29	1
84	43	2
84	68	2
84	140	1
85	16	1
85	21	1
85	36	2
85	46	2
85	53	2
85	62	1
85	64	1
85	69	1
85	73	1
85	137	2
86	17	2
86	21	2
86	32	2
86	63	2
86	83	2
86	94	1
86	101	2
87	2	1
87	21	1
87	45	1
87	53	1
87	63	2
87	80	1
87	93	1
87	100	2
87	116	2
87	134	1
87	146	1
88	18	1
88	38	1
88	46	1
88	49	1
88	54	2
88	66	2
88	95	2
88	105	1
88	119	2
88	130	2
89	0	1
89	9	1
89	34	2
89	75	2
89	116	2
89	126	2
89	144	1
90	3	2
90	15	2
90	23	2
90	30	2
90	35	1
90	70	1
90	103	2
90	114	1
90	124	2
90	134	1
91	113	1
91	119	2
91	145	2
91	148	2
92	6	2
92	17	1
92	146	1
93	54	1
93	67	1
93	123	2
93	127	1
93	147	1
93	148	1
94	14	2
94	24	1
94	55	2
94	57	1
94	67	1
94	79	2
94	97	1
94	114	2
94	116	2
95	13	1
95	18	1
95	39	1
95	111	2
95	127	2
95	134	2
95	143	1
96	12	1
96	20	1
96	33	2
96	47	1
96	70	2
96	76	1
96	86	1
96	102	1
96	133	1
96	134	2
96	144	1
96	147	1
97	15	2
97	57	1
97	68	1
97	69	1
97	121	2
97	129	2
98	19	2
98	30	1
98	35	2
98	92	1
98	103	1
98	134	2
98	139	2
99	4	1
99	7	2
99	18	2
99	95	2
99	126	1
99	137	1
100	32	1
100	39	2
100	65	2
101	9	1
101	29	2
101	47	2
101	67	2
101	78	2
102	1	2
102	4	2
102	13	1
102	25	2
102	45	1
102	48	2
102	67	1
102	123	2
102	124	2
102	130	2
103	11	2
103	43	2
103	60	1
103	147	2
103	149	1
104	7	1
104	36	2
104	41	2
104	59	1
104	61	1
104	74	1
104	110	1
104	117	1
104	118	2
105	27	2
105	44	2
105	50	2
105	97	2
105	98	1
105	115	2
105	141	2
106	14	2
106	17	1
106	27	1
106	44	1
106	61	2
106	68	1
106	71	2
106	79	1
106	90	1
106	106	1
106	140	2
106	144	1
107	14	2
107	33	1
107	57	2
107	78	1
107	90	2
108	36	2
108	43	1
108	56	1
108	71	1
108	77	2
108	123	1
108	137	2
109	22	2
109	81	2
109	82	2
109	87	2
109	104	2
110	20	2
110	31	2
110	32	1
110	45	2
110	58	2
110	59	1
110	70	2
110	79	1
110	87	2
110	88	2
110	106	1
110	141	2
110	147	2
111	10	2
111	12	1
111	57	1
111	68	1
111	80	1
111	108	1
111	138	2
111	147	1
112	9	2
112	41	2
112	85	1
112	127	2
112	133	2
112	138	1
113	15	1
113	72	1
113	77	1
113	78	1
113	92	1
113	106	1
113	132	1
113	136	2
113	139	1
113	147	1
114	5	1
114	43	1
114	53	2
114	70	1
114	81	1
114	84	1
114	85	1
114	133	1
114	136	1
114	141	1
115	46	2
115	51	1
115	78	2
115	92	2
116	40	1
116	63	2
116	66	1
116	83	2
116	91	1
116	98	1
116	136	1
117	54	2
117	56	1
117	97	2
117	132	2
117	148	2
118	18	1
118	72	1
118	83	2
118	86	1
118	97	1
118	112	1
118	122	1
119	23	1
119	26	1
119	41	1
119	52	2
119	100	1
119	110	1
119	121	2
119	122	2
119	131	2
119	147	1
120	1	2
120	22	2
120	28	2
120	29	1
120	35	1
120	51	1
120	66	1
120	86	1
120	89	2
120	96	1
120	124	2
120	141	2
121	13	1
121	31	1
121	60	2
121	72	2
121	84	2
121	105	2
121	117	2
121	139	2
122	1	2
122	42	1
122	45	1
122	46	1
122	50	1
122	89	1
122	107	1
122	112	2
122	121	1
123	14	2
123	19	2
123	25	1
123	32	1
123	58	1
123	95	1
124	52	1
124	66	2
124	103	2
124	111	2
125	28	2
125	30	2
125	99	2
125	107	1
125	108	2
125	114	1
125	144	2
126	29	2
126	50	2
126	52	1
126	70	1
126	85	1
126	93	1
127	88	2
128	37	1
128	46	2
128	91	1
128	108	1
128	109	1
128	111	2
128	125	2
129	16	1
129	23	1
129	24	1
129	67	1
129	95	1
129	112	1
129	147	2
130	21	1
130	42	1
130	81	2
130	107	2
130	124	1
131	7	2
131	10	2
131	50	1
131	57	1
131	66	2
131	105	1
131	138	2
132	11	2
132	36	2
132	60	1
132	116	1
132	136	2
132	139	2
133	1	2
133	19	2
133	47	2
133	50	1
133	83	1
133	86	2
133	87	2
133	113	1
133	114	2
133	135	2
134	54	1
134	69	2
134	93	1
134	113	2
134	127	1
135	46	2
135	51	1
135	67	2
135	75	2
135	90	1
135	119	1
135	143	1
136	18	1
136	34	1
136	40	2
136	53	1
136	73	2
136	109	1
136	125	1
136	138	2
137	2	1
137	18	2
137	21	2
137	57	2
137	66	2
137	79	2
137	86	1
137	87	1
137	95	2
138	6	1
138	23	1
138	26	1
138	56	1
138	92	2
138	99	2
138	126	2
138	129	1
138	136	2
138	139	2
139	18	2
139	64	2
139	90	1
139	111	1
139	138	2
140	0	1
140	16	1
140	26	1
140	147	2
141	136	1
142	11	1
142	27	2
142	33	2
142	42	2
142	65	1
142	71	2
142	93	1
142	103	2
142	117	2
142	126	1
142	134	1
143	7	1
143	31	1
143	35	1
143	44	2
143	72	2
143	101	1
143	109	1
143	116	2
144	21	1
144	83	2
144	97	1
144	113	2
144	123	1
144	129	2
144	133	2
144	134	2
144	142	2
145	0	1
145	2	1
145	3	1
145	34	1
145	43	2
145	59	1
145	123	2
146	25	2
146	54	2
146	74	1
146	86	1
146	115	1
146	124	1
146	125	2
146	136	2
147	7	1
147	14	1
147	42	1
147	68	1
147	70	1
147	106	1
147	123	2
147	125	2
148	2	2
148	36	1
148	61	2
148	70	1
148	94	2
148	110	2
148	145	1
149	4	1
149	8	2
149	16	1
149	33	1
149	38	1
149	75	2
149	83	1
149	100	1
149	108	2
